Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
1/5/2006,0.02,24,28.2,32.5
1/6/2006,0.02,28.1,32.4,36.7
1/7/2006,0,19.7,28.1,36.5
1/8/2006,0,18.4,25.2,32
1/9/2006,0,23.5,30.1,36.7
1/10/2006,0,26.8,39,51.1
1/11/2006,0,25.8,35.9,45.9
1/12/2006,0.21,36.2,45,53.7
1/13/2006,0,28.7,41,53.3
1/14/2006,0.14,29.2,43.3,57.4
1/15/2006,1.17,25.9,41.8,57.8
1/16/2006,0.02,7.4,17.1,26.7
1/17/2006,0,9.1,19.2,29.3
1/18/2006,0.18,19.1,33.2,47.4
1/19/2006,0.81,31.5,45.9,60.3
1/20/2006,0,31.4,37.2,43
1/21/2006,0,36.9,47.2,57.5
1/22/2006,0,26.2,42.8,59.4
1/23/2006,0.15,26.1,32.1,38.2
1/24/2006,0.67,23,28.8,34.5
1/25/2006,0.19,23.9,32.1,40.3
1/26/2006,0.01,29.9,35.9,41.9
1/27/2006,0,17.7,27.2,36.7
1/28/2006,0,19,28.5,38
1/29/2006,0,28.4,40.7,53
1/30/2006,0.33,31.9,40.1,48.4
1/31/2006,0.05,31.3,34.8,38.3
2/1/2006,0.14,28,33.1,38.3
2/2/2006,0,25.9,33.2,40.4
2/3/2006,0.13,27.5,37.2,46.8
2/4/2006,0.64,34,44.5,55
2/5/2006,0.88,34.3,43.7,53
2/6/2006,0,32.9,42.4,51.9
2/7/2006,0,29.2,34.2,39.3
2/8/2006,0,17.8,27.6,37.3
2/9/2006,0,17.7,26.7,35.6
2/10/2006,0,12.5,23.3,34
2/11/2006,0,14.8,22,29.3
2/12/2006,0.26,16.7,23.8,30.9
2/13/2006,0.49,7.8,16.2,24.6
2/14/2006,0,11.3,22.2,33.1
2/15/2006,0,23.2,31.8,40.5
2/16/2006,0,26.9,40.9,54.9
2/17/2006,0.01,31,45.2,59.4
2/18/2006,0.01,23,39.1,55.2
2/19/2006,0,7.2,19,30.9
2/20/2006,0,8.6,18.2,27.9
2/21/2006,0,13.3,23.6,33.9
2/22/2006,0,16.3,28.5,40.6
2/23/2006,0,22.5,32.3,42.1
2/24/2006,0.02,25,33.5,42
2/25/2006,0,12.4,24.5,36.6
2/26/2006,0.03,11.7,19.5,27.3
2/27/2006,0,5.9,14.9,23.9
2/28/2006,0,5.7,14,22.3
3/1/2006,0,12.7,20.7,28.6
3/2/2006,0,16,25,33.9
3/3/2006,0.05,16.8,24.5,32.3
3/4/2006,0,16.3,22.3,28.3
3/5/2006,0,21.4,29.7,38
3/6/2006,0,18.7,31.9,45
3/7/2006,0,18.3,29.5,40.7
3/8/2006,0,19,31.1,43.1
3/9/2006,0,26.4,36.2,45.9
3/10/2006,0,36.5,42.2,47.9
3/11/2006,0,39.1,52.4,65.8
3/12/2006,0,28,43.3,58.7
3/13/2006,0.01,36.3,46.1,56
3/14/2006,0.24,40.5,48.2,56
3/15/2006,0.02,31.9,45.2,58.4
3/16/2006,0,27.6,35.3,43
3/17/2006,0,22.3,33,43.7
3/18/2006,0,18.8,30.3,41.8
3/19/2006,0,22,30.5,39
3/20/2006,0,19.5,27.6,35.6
3/21/2006,0,19.9,27.8,35.7
3/22/2006,0,24.6,35.6,46.5
3/23/2006,0,28.9,35.3,41.8
3/24/2006,0,32,44.2,56.4
3/25/2006,0.02,29,38.7,48.5
3/26/2006,0,32.1,37.3,42.5
3/27/2006,0,30.5,40.5,50.6
3/28/2006,0,26.8,42,57.2
3/29/2006,0,27.4,41,54.7
3/30/2006,0,31.3,47.2,63.2
3/31/2006,0,34.6,50.6,66.6
4/1/2006,0,44.3,57.8,71.3
4/2/2006,0.03,41.9,55.9,69.9
4/3/2006,0,30.2,47.3,64.5
4/4/2006,0.68,35.1,47.1,59.2
4/5/2006,0.08,27.4,38.7,50
4/6/2006,0.27,28,33.2,38.5
4/7/2006,0,28.8,40.2,51.7
4/8/2006,0.25,37.3,48,58.8
4/9/2006,0.1,30.6,39,47.4
4/10/2006,0,27.5,39.8,52.1
4/11/2006,0,30.5,46.2,61.9
4/12/2006,0,34.5,50.6,66.6
4/13/2006,0,45.6,57.3,68.9
4/14/2006,0.01,40.4,55.7,71
4/15/2006,0.1,49.1,59.4,69.7
4/16/2006,0,42.8,59.4,76
4/17/2006,0,36.2,48.5,60.7
4/18/2006,0.02,42,51,60
4/19/2006,0,44.8,55.6,66.5
4/20/2006,0,47.5,59.7,71.9
4/21/2006,0,37.8,54.6,71.3
4/22/2006,0,31.7,43.5,55.3
4/23/2006,0.03,37.7,44.7,51.6
4/24/2006,1.1,40.2,46,51.7
4/25/2006,0.02,39.3,44.8,50.3
4/26/2006,0.04,30.7,50.1,69.5
4/27/2006,0,33.7,46.8,59.8
4/28/2006,0,38,52.3,66.6
4/29/2006,0,32.7,45.5,58.3
4/30/2006,0,32,45.5,59.1
5/1/2006,0,36.9,50.9,64.9
5/2/2006,0.31,41.6,50.9,60.2
5/3/2006,0.86,43.1,44.9,46.7
5/4/2006,0.14,45.3,50,54.7
5/5/2006,0,51.6,63.7,75.7
5/6/2006,0,50.2,65.8,81.5
5/7/2006,0,40.8,57.5,74.2
5/8/2006,0,39.3,53.1,66.9
5/9/2006,0,42.8,54.6,66.5
5/10/2006,0.5,46.6,50.5,54.4
5/11/2006,0.09,47.8,49.9,52
5/12/2006,0.02,46.8,52.5,58.3
5/13/2006,1.1,48.5,51.8,55
5/14/2006,1.64,45.2,49.5,53.8
5/15/2006,1.14,45.3,47.5,49.6
5/16/2006,0.26,47.1,49.8,52.5
5/17/2006,0.22,47.5,52.1,56.8
5/18/2006,0,49.3,59.7,70.1
5/19/2006,0.28,53.1,64.4,75.6
5/20/2006,0.53,47.7,55.6,63.6
5/21/2006,0,46.9,57,67.2
5/22/2006,0.15,41.3,55,68.8
5/23/2006,0,42.6,53.9,65.2
5/24/2006,0,43.5,53,62.5
5/25/2006,0,42.6,56.3,70
5/26/2006,0,57.8,68,78.1
5/27/2006,0.53,58.9,68.7,78.6
5/28/2006,0,56.4,68.3,80.3
5/29/2006,0,58.3,69.9,81.6
5/30/2006,0,60.7,72.7,84.7
5/31/2006,0,54.4,66.3,78.1
6/1/2006,0,57.3,69.4,81.5
6/2/2006,0.96,62.5,75,87.5
6/3/2006,1.35,56.7,63.6,70.5
6/4/2006,1.6,52.1,54.8,57.5
6/5/2006,0.03,52.3,56.9,61.5
6/6/2006,0,51.6,60.8,70
6/7/2006,1.07,54.9,63.7,72.4
6/8/2006,2.08,52.4,54,55.6
6/9/2006,0.13,51.2,55.7,60.3
6/10/2006,0.29,57.1,61.4,65.7
6/11/2006,0.36,50.8,55.6,60.5
6/12/2006,0,53.8,63,72.2
6/13/2006,0,59.6,68.9,78.3
6/14/2006,0,58.7,70.2,81.8
6/15/2006,0.45,59.1,69.2,79.4
6/16/2006,0,53,65.5,77.9
6/17/2006,0,57.3,70.5,83.7
6/18/2006,0.02,61.2,72.3,83.4
6/19/2006,0,66,77.9,89.9
6/20/2006,0,66.9,78.9,90.8
6/21/2006,0.38,58.1,72.2,86.4
6/22/2006,0,58.5,69.9,81.4
6/23/2006,0,64.3,74.3,84.3
6/24/2006,1.32,66.3,76.2,86.2
6/25/2006,1.27,65,67.5,69.9
6/26/2006,0.62,64.6,67.7,70.7
6/27/2006,0,69.4,75.5,81.6
6/28/2006,0,68.7,75.8,82.9
6/29/2006,0.16,68.7,72.2,75.7
6/30/2006,0.02,66.3,71.8,77.3
7/1/2006,0,55.5,68.1,80.7
7/2/2006,0,63.4,73.7,83.9
7/3/2006,0,69.6,77.3,85
7/4/2006,0,66.2,76.5,86.9
7/5/2006,0.49,68.8,77.7,86.6
7/6/2006,0.25,61.5,70,78.5
7/7/2006,0.02,55,66,77
7/8/2006,0,58.2,69.8,81.3
7/9/2006,0,59.4,71.1,82.8
7/10/2006,0,61.9,73.8,85.7
7/11/2006,0,64.4,74.8,85.3
7/12/2006,0.05,66.5,75.2,83.8
7/13/2006,0.25,69.3,75,80.7
7/14/2006,0.13,62.1,69.9,77.8
7/15/2006,0,63.5,76.5,89.5
7/16/2006,0,66.2,75.9,85.7
7/17/2006,0,66.4,78.4,90.3
7/18/2006,0,69.6,81.7,93.8
7/19/2006,0.33,67.3,81.3,95.2
7/20/2006,0,60.3,71.2,82
7/21/2006,0.04,63.9,71.3,78.8
7/22/2006,0.93,67.7,76.7,85.7
7/23/2006,0.46,68,73,77.9
7/24/2006,0,57.6,67.4,77.2
7/25/2006,0,60.3,72.2,84
7/26/2006,0,65,75.1,85.3
7/27/2006,0,66.7,76.5,86.2
7/28/2006,0,71.7,80.2,88.7
7/29/2006,0.34,65.8,77.6,89.3
7/30/2006,0.1,67.9,78.5,89.1
7/31/2006,0,62.1,74.6,87.1
8/1/2006,0,66.8,76.6,86.5
8/2/2006,0.15,73.9,84.1,94.2
8/3/2006,0.17,71.9,84.5,97
8/4/2006,0.01,65.3,79.7,94.1
8/5/2006,0.04,63.8,71.8,79.8
8/6/2006,0,56.1,71,85.9
8/7/2006,0,60.4,71,81.6
8/8/2006,0.02,67.1,75.6,84.1
8/9/2006,0,54.7,69,83.3
8/10/2006,0,58.1,70.3,82.5
8/11/2006,0.28,55.5,70.2,84.8
8/12/2006,0,47.8,61.9,76
8/13/2006,0,47.9,61.5,75
8/14/2006,0,50.2,63.4,76.6
8/15/2006,0.32,60.7,71.8,82.8
8/16/2006,0.56,57.8,67.6,77.3
8/17/2006,0,57.8,70.3,82.7
8/18/2006,0,59.4,70.7,82
8/19/2006,0,59,70.3,81.7
8/20/2006,0.84,62.8,72.4,82
8/21/2006,0.71,62.4,73,83.7
8/22/2006,0,55.5,64.3,73.1
8/23/2006,0,57.1,69.7,82.4
8/24/2006,0,57,69.1,81.1
8/25/2006,0.11,57.2,66.2,75.3
8/26/2006,0.42,56.5,59.9,63.3
8/27/2006,0,52.5,62.4,72.3
8/28/2006,0.63,54.1,59.5,64.9
8/29/2006,0.19,56.5,63.3,70.1
8/30/2006,0.21,57.8,59.8,61.8
8/31/2006,0,48.4,62.6,76.8
9/1/2006,0,49.6,61.3,73
9/2/2006,0,55,63.1,71.2
9/3/2006,0.45,58.6,62,65.3
9/4/2006,0.48,57.2,63,68.7
9/5/2006,0,53.1,63.3,73.5
9/6/2006,0.13,56.7,64.5,72.4
9/7/2006,0,52.5,63.1,73.7
9/8/2006,0,52.4,64.7,77
9/9/2006,0,54.6,67,79.5
9/10/2006,0,54.9,68.7,82.6
9/11/2006,0,43.5,55.3,67
9/12/2006,0,39,51.9,64.8
9/13/2006,0,39.8,53.5,67.1
9/14/2006,0,52,58.9,65.8
9/15/2006,0.32,56.7,63.2,69.8
9/16/2006,0.05,52.2,61.8,71.4
9/17/2006,0,52.5,65.1,77.6
9/18/2006,0,54.4,67,79.6
9/19/2006,0,58.5,69.7,81
9/20/2006,0.55,54.7,67.1,79.4
9/21/2006,0,44.4,58.3,72.3
9/22/2006,0,38.2,51.8,65.3
9/23/2006,0,49.6,59.2,68.8
9/24/2006,0,57.9,64,70.2
9/25/2006,0.03,47.9,63.8,79.8
9/26/2006,0,43.7,56,68.3
9/27/2006,0,38.8,54.2,69.6
9/28/2006,0,41.4,55.8,70.3
9/29/2006,0.05,48.6,60,71.3
9/30/2006,0.06,37.3,51.8,66.4
10/1/2006,0,44.1,54,63.9
10/2/2006,0.55,47.3,52.5,57.7
10/3/2006,0,42.6,54.5,66.5
10/4/2006,0,48.7,62.1,75.4
10/5/2006,0.15,47.4,62.1,76.9
10/6/2006,0,42.7,52.6,62.6
10/7/2006,0,40.5,48.7,56.8
10/8/2006,0,33.1,46.7,60.4
10/9/2006,0,36.6,53.6,70.6
10/10/2006,0,43.7,61.2,78.7
10/11/2006,0,46.1,57.5,68.9
10/12/2006,2.24,50.4,56.3,62.2
10/13/2006,0,38,54.7,71.4
10/14/2006,0,29.5,42.9,56.3
10/15/2006,0,31.3,45.6,59.9
10/16/2006,0,29.9,43.7,57.5
10/17/2006,0,31.6,45.7,59.9
10/18/2006,0.25,39.9,49.7,59.6
10/19/2006,0,44,56.8,69.6
10/20/2006,0.13,50.1,58.2,66.3
10/21/2006,0.42,39.9,52,64.1
10/22/2006,0,31,43.2,55.4
10/23/2006,0.2,37.9,47.5,57.2
10/24/2006,0,39.8,47.8,55.8
10/25/2006,0,37.2,44.2,51.2
10/26/2006,0,35.4,44.8,54.1
10/27/2006,0,26.6,38.3,50.1
10/28/2006,0.38,31.9,42.4,52.9
10/29/2006,2.33,43.3,53.6,63.9
10/30/2006,0,41.3,46.8,52.3
10/31/2006,0,34.3,46.5,58.8
11/1/2006,0.11,41.7,54.3,66.8
11/2/2006,0.03,41.2,54,66.9
11/3/2006,0.2,27.2,38,48.8
11/4/2006,0,24.5,35.6,46.6
11/5/2006,0,23.2,35.1,47
11/6/2006,0,25.8,36.6,47.5
11/7/2006,0,29.3,43.3,57.3
11/8/2006,0.43,33.4,45.5,57.6
11/9/2006,1.1,51.7,54.9,58.2
11/10/2006,0,46.9,56.1,65.3
11/11/2006,0,34.6,48.1,61.5
11/12/2006,0,37,50.6,64.2
11/13/2006,0.39,47.7,53.8,59.9
11/14/2006,0.68,48.9,51.7,54.5
11/15/2006,0.03,50,54.4,58.9
11/16/2006,0.01,53.6,57.9,62.2
11/17/2006,1.34,56.7,62.3,67.9
11/18/2006,0,35.7,49.4,63.1
11/19/2006,0,36.6,44.4,52.1
11/20/2006,0,36.5,40.8,45.1
11/21/2006,0,23.3,33.3,43.4
11/22/2006,0,24.4,33.7,43.1
11/23/2006,0,30.6,37.9,45.1
11/24/2006,2.01,37.3,41.1,45
11/25/2006,0,29.4,43.1,56.8
11/26/2006,0,28.6,39.2,49.9
11/27/2006,0,33.8,45.1,56.5
11/28/2006,0,37.3,49.8,62.2
11/29/2006,0.01,38,42.3,46.6
11/30/2006,0,39.7,47.3,54.8
12/1/2006,0,55,60.7,66.4
12/2/2006,0.3,41.3,53.6,66
12/3/2006,0,27.9,37.7,47.5
12/4/2006,0.04,28.6,36.9,45.2
12/5/2006,0.06,22.4,30.1,37.7
12/6/2006,0,17.1,25.2,33.2
12/7/2006,0,21.7,34.2,46.6
12/8/2006,0,19.1,36.5,53.9
12/9/2006,0,18.4,22.7,26.9
12/10/2006,0,24.7,31.3,37.8
12/11/2006,0,27.7,39.7,51.7
